Date|Code|Description|Type|Isin Code|Issuer|Status|Stock Exchange|Listing Date|Currency|Form|Eff. Date Isin|Maturity Date|Expire Date|Exercise Price|Interest|Interest Type|Interest Freq|Nominal Value|Num. of Sec|Originated Amt|Current Amt|Total Scripless|Local (%)|Foreign (%)|Total (%)|Sector|Closing Price
31-MAR-2022|ADMF04DCN3|OBLIGASI BERKELANJUTAN IV ADIRA FINANCE TAHAP III TAHUN 2018 SERI D|CORPORATE BOND|IDA0000930D4|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|20-AUG-2018|IDR|Electronic||16-AUG-2022|||9|FIXED|3 MONTHS|||268500000000|268500000000|268500000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ADMF04ECN3|OBLIGASI BERKELANJUTAN IV ADIRA FINANCE TAHAP III TAHUN 2018 SERI E|CORPORATE BOND|IDA0000930E2|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|20-AUG-2018|IDR|Electronic||16-AUG-2023|||9.25|FIXED|3 MONTHS|||460750000000|460750000000|460750000000|99.89|0.11|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ADMF05ACN2|OBLIGASI BERKELANJUTAN V ADIRA FINANCE TAHAP II TAHUN 2021 SERI A|CORPORATE BOND|IDA0001161A1|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|26-JUL-2021|IDR|Electronic||03-AUG-2022|||4.25|FIXED|3 MONTHS|||559000000000|559000000000|559000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ADMF05ACN3|OBLIGASI BERKELANJUTAN V ADIRA FINANCE TAHAP III TAHUN 2022 SERI A|CORPORATE BOND|IDA0001222A1|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|23-MAR-2022|IDR|Electronic||02-APR-2023|||3.5|FIXED|3 MONTHS|||620000000000|620000000000|620000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ADMF05BCN1|OBLIGASI BERKELANJUTAN V ADIRA FINANCE TAHAP I TAHUN 2020 SERI B|CORPORATE BOND|IDA0001075B1|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|08-JUL-2020|IDR|Electronic||07-JUL-2023|||7.9|FIXED|3 MONTHS|||816050000000|816050000000|816050000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ADMF05BCN2|OBLIGASI BERKELANJUTAN V ADIRA FINANCE TAHAP II TAHUN 2021 SERI B|CORPORATE BOND|IDA0001161B9|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|26-JUL-2021|IDR|Electronic||23-JUL-2024|||5.5|FIXED|3 MONTHS|||741000000000|741000000000|741000000000|98.92|1.08|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ADMF05BCN3|OBLIGASI BERKELANJUTAN V ADIRA FINANCE TAHAP III TAHUN 2022 SERI B|CORPORATE BOND|IDA0001222B9|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|23-MAR-2022|IDR|Electronic||22-MAR-2025|||5.6|FIXED|3 MONTHS|||830000000000|830000000000|830000000000|99.75|0.25|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ADMF05CCN3|OBLIGASI BERKELANJUTAN V ADIRA FINANCE TAHAP III TAHUN 2022 SERI C|CORPORATE BOND|IDA0001222C7|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|23-MAR-2022|IDR|Electronic||22-MAR-2027|||6.25|FIXED|3 MONTHS|||250000000000|250000000000|250000000000|99.2|0.8|100|FINANCIAL INSTITUTION|1
31-MAR-2022|AGII01BCN1|OBL BKLJT I ANEKA GAS INDUSTRI THP I TH2017 SERI B|CORPORATE BOND|IDA0000810B2|ANEKA GAS INDUSTRI Tbk, PT|ACTIVE|IDX|07-JUN-2017|IDR|Electronic||06-JUN-2022|||10.35|FIXED|3 MONTHS|||19000000000|19000000000|19000000000|100|0|100|ENERGY|1
31-MAR-2022|AGII01BCN2|OBL BKLJ I ANEKA GAS INDUSTRI THP II TH2017 SERI B|CORPORATE BOND|IDA0000866B4|ANEKA GAS INDUSTRI Tbk, PT|ACTIVE|IDX|06-DEC-2017|IDR|Electronic||05-DEC-2022|||9.9|FIXED|3 MONTHS|||61000000000|61000000000|61000000000|100|0|100|ENERGY|1
31-MAR-2022|AGII01BCN3|OBLIGASI BERKELANJUTAN I ANEKA GAS INDUSTRI TAHAP III TAHUN 2019 SERI B|CORPORATE BOND|IDA0000970B4|ANEKA GAS INDUSTRI Tbk, PT|ACTIVE|IDX|20-MAR-2019|IDR|Electronic||19-MAR-2024|||11.5|FIXED|3 MONTHS|||16000000000|16000000000|16000000000|100|0|100|ENERGY|1
31-MAR-2022|AGII02ACN1|OBLIGASI BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP I TAHUN 2020 SERI A|CORPORATE BOND|IDA0001087A8|ANEKA GAS INDUSTRI Tbk, PT|ACTIVE|IDX|18-AUG-2020|IDR|Electronic||14-AUG-2023|||9.8|FIXED|3 MONTHS|||9000000000|9000000000|9000000000|100|0|100|ENERGY|1
31-MAR-2022|AGII02ACN3|OBLIGASI BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP III TAHUN 2021 SERI A|CORPORATE BOND|IDA0001155A3|ANEKA GAS INDUSTRI Tbk, PT|ACTIVE|IDX|07-JUL-2021|IDR|Electronic||16-JUL-2022|||7.5|FIXED|3 MONTHS|||15000000000|15000000000|15000000000|100|0|100|ENERGY|1
31-MAR-2022|AGII02ACN4|OBLIGASI BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP IV TAHUN 2021 SERI A|CORPORATE BOND|IDA0001199A1|ANEKA GAS INDUSTRI Tbk, PT|ACTIVE|IDX|23-DEC-2021|IDR|Electronic||22-DEC-2024|||8.1|FIXED|3 MONTHS|||44700000000|44700000000|44700000000|100|0|100|ENERGY|1
31-MAR-2022|AGII02BCN1|OBLIGASI BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP I TAHUN 2020 SERI B|CORPORATE BOND|IDA0001087B6|ANEKA GAS INDUSTRI Tbk, PT|ACTIVE|IDX|18-AUG-2020|IDR|Electronic||14-AUG-2025|||10.55|FIXED|3 MONTHS|||2000000000|2000000000|2000000000|100|0|100|ENERGY|1
31-MAR-2022|AGII02BCN3|OBLIGASI BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP III TAHUN 2021 SERI B|CORPORATE BOND|IDA0001155B1|ANEKA GAS INDUSTRI Tbk, PT|ACTIVE|IDX|07-JUL-2021|IDR|Electronic||06-JUL-2024|||9.35|FIXED|3 MONTHS|||145000000000|145000000000|145000000000|100|0|100|ENERGY|1
31-MAR-2022|AGII02BCN4|OBLIGASI BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP IV TAHUN 2021 SERI B|CORPORATE BOND|IDA0001199B9|ANEKA GAS INDUSTRI Tbk, PT|ACTIVE|IDX|23-DEC-2021|IDR|Electronic||22-DEC-2026|||9.15|FIXED|3 MONTHS|||46300000000|46300000000|46300000000|100|0|100|ENERGY|1
31-MAR-2022|AGII02CCN1|OBLIGASI BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP I TAHUN 2020 SERI C|CORPORATE BOND|IDA0001087C4|ANEKA GAS INDUSTRI Tbk, PT|ACTIVE|IDX|18-AUG-2020|IDR|Electronic||14-AUG-2027|||11.25|FIXED|3 MONTHS|||1000000000|1000000000|1000000000|100|0|100|ENERGY|1
31-MAR-2022|AGII02CCN3|OBLIGASI BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP III TAHUN 2021 SERI C|CORPORATE BOND|IDA0001155C9|ANEKA GAS INDUSTRI Tbk, PT|ACTIVE|IDX|07-JUL-2021|IDR|Electronic||06-JUL-2028|||10.75|FIXED|3 MONTHS|||78000000000|78000000000|78000000000|100|0|100|ENERGY|1
31-MAR-2022|AGII02CCN4|OBLIGASI BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP IV TAHUN 2021 SERI C|CORPORATE BOND|IDA0001199C7|ANEKA GAS INDUSTRI Tbk, PT|ACTIVE|IDX|23-DEC-2021|IDR|Electronic||22-DEC-2028|||10|FIXED|3 MONTHS|||59000000000|59000000000|59000000000|100|0|100|ENERGY|1
31-MAR-2022|AGRO01B|OBLIGASI I BRI AGRO TAHUN 2017 SERI B|CORPORATE BOND|IDA0000830B0|BANK RAYA INDONESIA Tbk, PT|ACTIVE|IDX|10-JUL-2017|IDR|Electronic||07-JUL-2022|||8.5|FIXED|3 MONTHS|||239000000000|239000000000|239000000000|100|0|100|BANK|1
31-MAR-2022|AISA01|OBLIGASI TPS FOOD I TAHUN 2013|CORPORATE BOND|IDA000057905|FKS FOOD SEJAHTERA Tbk, PT|ACTIVE|IDX|08-APR-2013|IDR|Electronic||30-JUN-2029|||2|FIXED|SEMI-ANNUAL|||6312650794|6312650794|6312650794|100|0|100|FOOD & BEVERAGES|1
31-MAR-2022|AKRA01BCN1|OBL BKLJT I AKR CORPORINDO THP I TAHUN 2017 SERI B|CORPORATE BOND|IDA0000821B9|AKR CORPORINDO Tbk, PT|ACTIVE|IDX|10-JUL-2017|IDR|Electronic||07-JUL-2022|||8.875|FIXED|3 MONTHS|||68000000000|68000000000|68000000000|100|0|100|WHOLESALE (DURABLE & NON DURABLE GOODS)|1
31-MAR-2022|AKRA01CCN1|OBL BKLJT I AKR CORPORINDO THP I TAHUN 2017 SERI C|CORPORATE BOND|IDA0000821C7|AKR CORPORINDO Tbk, PT|ACTIVE|IDX|10-JUL-2017|IDR|Electronic||07-JUL-2024|||9|FIXED|3 MONTHS|||37000000000|37000000000|37000000000|100|0|100|WHOLESALE (DURABLE & NON DURABLE GOODS)|1
31-MAR-2022|APAI01ACN1|OBLIGASI BERKELANJUTAN I ANGKASA PURA I TAHAP I TAHUN 2021 SERI A|CORPORATE BOND|IDA0001178A5|ANGKASA PURA I (PERSERO), PT|ACTIVE|IDX|09-SEP-2021|IDR|Electronic||08-SEP-2024|||6.7|FIXED|3 MONTHS|||272500000000|272500000000|272500000000|100|0|100|OTHER SECTORS|1
31-MAR-2022|APAI01B|OBLIGASI I ANGKASA PURA I TAHUN 2016 SERI B|CORPORATE BOND|IDA0000776B5|ANGKASA PURA I (PERSERO), PT|ACTIVE|IDX|23-NOV-2016|IDR|Electronic||22-NOV-2023|||8.4|FIXED|3 MONTHS|||389000000000|389000000000|389000000000|100|0|100|OTHER SECTORS|1
31-MAR-2022|APAI01BCN1|OBLIGASI BERKELANJUTAN I ANGKASA PURA I TAHAP I TAHUN 2021 SERI B|CORPORATE BOND|IDA0001178B3|ANGKASA PURA I (PERSERO), PT|ACTIVE|IDX|09-SEP-2021|IDR|Electronic||08-SEP-2026|||7.1|FIXED|3 MONTHS|||66000000000|66000000000|66000000000|100|0|100|OTHER SECTORS|1
31-MAR-2022|APAI01C|OBLIGASI I ANGKASA PURA I TAHUN 2016 SERI C|CORPORATE BOND|IDA0000776C3|ANGKASA PURA I (PERSERO), PT|ACTIVE|IDX|23-NOV-2016|IDR|Electronic||22-NOV-2026|||8.55|FIXED|3 MONTHS|||1489000000000|1489000000000|1489000000000|100|0|100|OTHER SECTORS|1
31-MAR-2022|APAI01CCN1|OBLIGASI BERKELANJUTAN I ANGKASA PURA I TAHAP I TAHUN 2021 SERI C|CORPORATE BOND|IDA0001178C1|ANGKASA PURA I (PERSERO), PT|ACTIVE|IDX|09-SEP-2021|IDR|Electronic||08-SEP-2028|||8|FIXED|3 MONTHS|||280400000000|280400000000|280400000000|100|0|100|OTHER SECTORS|1
31-MAR-2022|APAI01DCN1|OBLIGASI BERKELANJUTAN I ANGKASA PURA I TAHAP I TAHUN 2021 SERI D|CORPORATE BOND|IDA0001178D9|ANGKASA PURA I (PERSERO), PT|ACTIVE|IDX|09-SEP-2021|IDR|Electronic||08-SEP-2031|||8.6|FIXED|3 MONTHS|||497000000000|497000000000|497000000000|100|0|100|OTHER SECTORS|1
31-MAR-2022|APIA01ACN2|OBLIGASI BERKELANJUTAN I ANGKASA PURA II TAHAP II TAHUN 2020 SERI A|CORPORATE BOND|IDA0001084A5|ANGKASA PURA II (PERSERO), PT|ACTIVE|IDX|14-AUG-2020|IDR|Electronic||13-AUG-2023|||7.8|FIXED|3 MONTHS|||32000000000|32000000000|32000000000|100|0|100|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1
31-MAR-2022|APIA01B|OBLIGASI I ANGKASA PURA II TAHUN 2016 SERI B|CORPORATE BOND|IDA0000743B5|ANGKASA PURA II (PERSERO), PT|ACTIVE|IDX|01-JUL-2016|IDR|Electronic||30-JUN-2023|||8.8|FIXED|3 MONTHS|||100000000000|100000000000|100000000000|100|0|100|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1
31-MAR-2022|APIA01BCN1|OBLIGASI BERKELANJUTAN I ANGKASA PURA II TAHAP I TAHUN 2018 SERI B|CORPORATE BOND|IDA0000949B8|ANGKASA PURA II (PERSERO), PT|ACTIVE|IDX|13-DEC-2018|IDR|Electronic||12-DEC-2023|||8.95|FIXED|3 MONTHS|||550000000000|550000000000|550000000000|100|0|100|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1
31-MAR-2022|APIA01BCN2|OBLIGASI BERKELANJUTAN I ANGKASA PURA II TAHAP II TAHUN 2020 SERI B|CORPORATE BOND|IDA0001084B3|ANGKASA PURA II (PERSERO), PT|ACTIVE|IDX|14-AUG-2020|IDR|Electronic||13-AUG-2025|||8.5|FIXED|3 MONTHS|||159000000000|159000000000|159000000000|100|0|100|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1
31-MAR-2022|APIA01C|OBLIGASI I ANGKASA PURA II TAHUN 2016 SERI C|CORPORATE BOND|IDA0000743C3|ANGKASA PURA II (PERSERO), PT|ACTIVE|IDX|01-JUL-2016|IDR|Electronic||30-JUN-2026|||9|FIXED|3 MONTHS|||900000000000|900000000000|900000000000|100|0|100|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1
31-MAR-2022|APIA01CCN2|OBLIGASI BERKELANJUTAN I ANGKASA PURA II TAHAP II TAHUN 2020 SERI C|CORPORATE BOND|IDA0001084C1|ANGKASA PURA II (PERSERO), PT|ACTIVE|IDX|14-AUG-2020|IDR|Electronic||13-AUG-2027|||9.1|FIXED|3 MONTHS|||1602000000000|1602000000000|1602000000000|100|0|100|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1
31-MAR-2022|APIA01DCN2|OBLIGASI BERKELANJUTAN I ANGKASA PURA II TAHAP II TAHUN 2020 SERI D|CORPORATE BOND|IDA0001084D9|ANGKASA PURA II (PERSERO), PT|ACTIVE|IDX|14-AUG-2020|IDR|Electronic||13-AUG-2030|||9.25|FIXED|3 MONTHS|||457000000000|457000000000|457000000000|100|0|100|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1
31-MAR-2022|ASDF03CCN4|OBL BKL III ASTRA SEDAYA FINANCE THP IV TH17 SR C|CORPORATE BOND|IDA0000853C0|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|03-NOV-2017|IDR|Electronic||02-NOV-2022|||7.65|FIXED|3 MONTHS|||200000000000|200000000000|200000000000|99.3|0.7|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ASDF04BCN3|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP III TAHUN 2019 SERI B|CORPORATE BOND|IDA0001017B3|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|24-OCT-2019|IDR|Electronic||23-OCT-2022|||7.7|FIXED|3 MONTHS|||800380000000|800380000000|800380000000|99.38|0.62|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ASDF04BCN4|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP IV TAHUN 2020 SERI B|CORPORATE BOND|IDA0001054B6|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|30-MAR-2020|IDR|Electronic||27-MAR-2023|||7|FIXED|3 MONTHS|||1301050000000|1301050000000|1301050000000|99.92|0.08|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ASDF04CCN2|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP II TAHUN 2019 SERI C|CORPORATE BOND|IDA0000962C9|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|14-FEB-2019|IDR|Electronic||13-FEB-2024|||9.2|FIXED|3 MONTHS|||623000000000|623000000000|623000000000|99.17|0.83|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ASDF04CCN3|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP III TAHUN 2019 SERI C|CORPORATE BOND|IDA0001017C1|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|24-OCT-2019|IDR|Electronic||23-OCT-2024|||7.95|FIXED|3 MONTHS|||236160000000|236160000000|236160000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ASDF05ACN2|OBLIGASI BERKELANJUTAN V ASTRA SEDAYA FINANCE TAHAP II TAHUN 2021 SERI A|CORPORATE BOND|IDA0001147A0|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|16-APR-2021|IDR|Electronic||25-APR-2022|||4.85|FIXED|3 MONTHS|||891975000000|891975000000|891975000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ASDF05ACN3|OBLIGASI BERKELANJUTAN V ASTRA SEDAYA FINANCE TAHAP III TAHUN 2021 SERI A|CORPORATE BOND|IDA0001185A0|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|25-OCT-2021|IDR|Electronic||02-NOV-2022|||3.75|FIXED|3 MONTHS|||540940000000|540940000000|540940000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ASDF05ACN4|OBLIGASI BERKELANJUTAN V ASTRA SEDAYA FINANCE TAHAP IV TAHUN 2022 SERI A|CORPORATE BOND|IDA0001221A3|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|23-MAR-2022|IDR|Electronic||02-APR-2023|||3.5|FIXED|3 MONTHS|||1028100000000|1028100000000|1028100000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ASDF05BCN1|OBLIGASI BERKELANJUTAN V ASTRA SEDAYA FINANCE TAHAP I TAHUN 2020 SERI B|CORPORATE BOND|IDA0001094B2|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|03-SEP-2020|IDR|Electronic||02-SEP-2023|||7.6|FIXED|3 MONTHS|||473000000000|473000000000|473000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ASDF05BCN2|OBLIGASI BERKELANJUTAN V ASTRA SEDAYA FINANCE TAHAP II TAHUN 2021 SERI B|CORPORATE BOND|IDA0001147B8|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|16-APR-2021|IDR|Electronic||15-APR-2024|||6.35|FIXED|3 MONTHS|||1608025000000|1608025000000|1608025000000|99.56|0.44|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ASDF05BCN3|OBLIGASI BERKELANJUTAN V ASTRA SEDAYA FINANCE TAHAP III TAHUN 2021 SERI B|CORPORATE BOND|IDA0001185B8|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|25-OCT-2021|IDR|Electronic||22-OCT-2024|||5.3|FIXED|3 MONTHS|||1459060000000|1459060000000|1459060000000|99.87|0.13|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ASDF05BCN4|OBLIGASI BERKELANJUTAN V ASTRA SEDAYA FINANCE TAHAP IV TAHUN 2022 SERI B|CORPORATE BOND|IDA0001221B1|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|23-MAR-2022|IDR|Electronic||22-MAR-2025|||5.7|FIXED|3 MONTHS|||1971900000000|1971900000000|1971900000000|99.97|0.03|100|FINANCIAL INSTITUTION|1
31-MAR-2022|ASSA01CB|OBLIGASI KONVERSI ADI SARANA ARMADA I TAHUN 2021|CORPORATE BOND|IDC000013706|ADI SARANA ARMADA Tbk. PT|ACTIVE|IDX|28-JUL-2021|IDR|Electronic||27-JUL-2023||||ZERO RATE / DISCOUNTED||||720000000000|518057925600|518057925600|2.46|97.54|100|TRANSPORTATION|1
31-MAR-2022|ATIC01CB|OBLIGASI KONVERSI ANABATIC TAHUN 2018|CORPORATE BOND|IDC000013508|ANABATIC TECHNOLOGIES Tbk, PT|ACTIVE|||IDR|Electronic||11-JUL-2022|||5|FIXED|SEMI-ANNUAL|||559993857416|559993857416|559993857416|0.02|99.98|100|COMPUTER AND SERVICES|1
31-MAR-2022|BACA02SB|OBLIGASI SUBORDINASI BANK CAPITAL II TAHUN 2015|CORPORATE BOND|IDA000071500|BANK CAPITAL INDONESIA Tbk, PT|ACTIVE|IDX|18-JAN-2016|IDR|Electronic||15-JAN-2023|||12|FIXED|3 MONTHS|||250000000000|250000000000|250000000000|100|0|100|BANK|1
31-MAR-2022|MGLV-W|WARAN SERI I PANCA ANUGRAH WISESA Tbk|WARRANT|ID4000041407|PANCA ANUGRAH WISESA Tbk, PT|ACTIVE|IDX|08-JUN-2021|IDR|Certificate||10-JUN-2022|13-JUN-2022|200||||20|395792730|||395792730|100|0|100|HOUSEWARE|12
31-MAR-2022|NANO-W|WARAN SERI I NANOTECH INDONESIA GLOBAL Tbk|WARRANT|ID4000043304|NANOTECH INDONESIA GLOBAL Tbk, PT|ACTIVE|IDX|10-MAR-2022|IDR|Certificate||10-MAR-2025|11-MAR-2025|125||||10|1028000000|||1028000000|99.99|0.01|100|OTHERS - TRADE, SERVICES & INVESTMENT|12
31-MAR-2022|NICL-W|WARAN SERI I PAM MINERAL Tbk|WARRANT|ID4000041803|PAM MINERAL Tbk, PT|ACTIVE|IDX|09-JUL-2021|IDR|Certificate||07-JUL-2023|10-JUL-2023|300||||20|2599996506|||2599996506|99.91|0.09|100|METAL AND MINERAL MINING|10
31-MAR-2022|NTBK-W|WARAN SERI I NUSATAMA BERKAH Tbk|WARRANT|ID4000043106|NUSATAMA BERKAH Tbk, PT|ACTIVE|IDX|09-FEB-2022|IDR|Certificate||17-FEB-2023|20-FEB-2023|120||||10|700000000|||700000000|99.95|0.05|100|AUTOMOTIVE AND COMPONENTS|12
31-MAR-2022|OBMD-W|WARAN SERI I OBM DRILCHEM Tbk|WARRANT|ID4000042801|OBM DRILCHEM Tbk, PT|ACTIVE|IDX|08-DEC-2021|IDR|Certificate||07-DEC-2022|08-DEC-2022|180||||50|91000000|||91000000|99.98|0.02|100|LAND/STONE QUARRYING|16
31-MAR-2022|OILS-W|WARAN SERI I INDO OIL PERKASA Tbk|WARRANT|ID4000042108|INDO OIL PERKASA Tbk, PT|ACTIVE|IDX|06-SEP-2021|IDR|Certificate||07-SEP-2022|08-SEP-2022|320||||100|37498714|||37498714|99.9|0.1|100|PLANTATION|65
31-MAR-2022|PLAN-W|WARAN SERI I PLANET PROPERINDO JAYA Tbk|WARRANT|ID4000040201|PLANET PROPERINDO JAYA Tbk, PT|ACTIVE|IDX|15-SEP-2020|IDR|Certificate||15-SEP-2023|18-SEP-2023|130||||80|212046831|||212046831|99.9|0.1|100|RESTAURANT, HOTEL & TOURISM|9
31-MAR-2022|POLA-W|WARAN SERI I POOL ADVISTA FINANCE Tbk|WARRANT|ID4000035607|POOL ADVISTA FINANCE Tbk, PT|ACTIVE|IDX|16-NOV-2018|IDR|Certificate||16-NOV-2023|17-NOV-2023|168||||100|793525000|||793525000|100|0|100|FINANCIAL INSTITUTION|55
31-MAR-2022|PPGL-W|WARAN SERI I PRIMA GLOBALINDO LOGISTIK Tbk|WARRANT|ID4000039906|PRIMA GLOBALINDO LOGISTIK Tbk, PT|ACTIVE|IDX|20-JUL-2020|IDR|Certificate||19-JUL-2022|20-JUL-2022|152||||22|209978656|||209978656|99.99|0.01|100|TRANSPORTATION|11
31-MAR-2022|PURA-W|WARAN SERI I PUTRA RAJAWALI KENCANA Tbk|WARRANT|ID4000038700|PUTRA RAJAWALI KENCANA Tbk, PT|ACTIVE|IDX|29-JAN-2020|IDR|Certificate||26-JAN-2023|27-JAN-2023|106||||50|555199198|||555199198|99.99|0.01|100|TRANSPORTATION|11
31-MAR-2022|SBAT-W|WARAN SERI I SEJAHTERA BINTANG ABADI TEXTILE Tbk|WARRANT|ID4000039500|SEJAHTERA BINTANG ABADI TEXTILE Tbk, PT|ACTIVE|IDX|08-APR-2020|IDR|Certificate||07-APR-2023|10-APR-2023|120|||||401095285|||401095285|100|0|100|TEXTILE, GARMENT|7
31-MAR-2022|SBAT-W2|WARAN SERI II SEJAHTERA BINTANG ABADI TEXTILE Tbk|WARRANT|ID4000042405|SEJAHTERA BINTANG ABADI TEXTILE Tbk, PT|ACTIVE|IDX|12-NOV-2021|IDR|Certificate||11-NOV-2022|14-NOV-2022|100||||20|232502230|||129515229|55.7|0.01|55.7|TEXTILE, GARMENT|12
31-MAR-2022|SBMA-W|WARAN SERI I SURYA BIRU MURNI ACETYLENE Tbk|WARRANT|ID4000042207|SURYA BIRU MURNI ACETYLENE TBK, PT|ACTIVE|IDX|08-SEP-2021|IDR|Certificate||07-SEP-2022|08-SEP-2022|230||||100|45317039|||45317039|100|0|100|OTHER SECTORS|74
31-MAR-2022|SEMA-W|WARAN SERI I SEMACOM INTEGRATED Tbk|WARRANT|ID4000042900|SEMACOM INTEGRATED Tbk, PT|ACTIVE|IDX|10-JAN-2022|IDR|Certificate||10-JAN-2023|11-JAN-2023|230||||50|173500000|||173500000|99.99|0.01|100|ENERGY|51
31-MAR-2022|SGER-W|WARAN SERI I SUMBER GLOBAL ENERGY Tbk|WARRANT|ID4000040102|SUMBER GLOBAL ENERGY Tbk, PT|ACTIVE|IDX|10-AUG-2020|IDR|Certificate||09-AUG-2023|10-AUG-2023|125||||50|384368647|||384368647|100|0|100|ENERGY|2090
31-MAR-2022|SINI-W|WARAN SERI I SINGARAJA PUTRA Tbk|WARRANT|ID4000038007|SINGARAJA PUTRA Tbk, PT|ACTIVE|IDX|08-NOV-2019|IDR|Certificate||07-NOV-2022|08-NOV-2022|115||||100|67174350|||67174350|100|0|100|RESTAURANT, HOTEL & TOURISM|134
31-MAR-2022|SMKL-W|WARAN SERI I SATYAMITRA KEMAS LESTARI Tbk|WARRANT|ID4000037207|SATYAMITRA KEMAS LESTARI Tbk, PT|ACTIVE|IDX|11-JUL-2019|IDR|Certificate||11-JUL-2022|12-JUL-2022|400||||100|124401549|||124401549|79.83|20.17|100|PULP & PAPER|47
31-MAR-2022|SOSS-W|WARAN SERI I SHIELD ON SERVICE Tbk|WARRANT|ID4000035300|SHIELD ON SERVICE Tbk, PT|ACTIVE|IDX|06-NOV-2018|IDR|Certificate||06-NOV-2023|07-NOV-2023|340||||100|140006595|||140006595|99.99|0.01|100|OTHERS - MISCELLANENEOUS INDUSTRY|45
31-MAR-2022|SOTS-W|WARAN SERI I SATRIA MEGA KENCANA Tbk|WARRANT|ID4000035805|SATRIA MEGA KENCANA Tbk, PT|ACTIVE|IDX|10-DEC-2018|IDR|Certificate||07-DEC-2023|08-DEC-2023|600||||100|199999925|||199999925|100|0|100|PROPERTY AND REAL ESTATE|50
31-MAR-2022|TAMA-W|WARAN SERI I LANCARTAMA SEJATI Tbk|WARRANT|ID4000038809|LANCARTAMA SEJATI Tbk, PT|ACTIVE|IDX|10-FEB-2020|IDR|Certificate||10-FEB-2023|13-FEB-2023|288||||25|99999995|||99999995|100|0|100|BUILDING CONSTRUCTION|15
